,연도,선수이름,팀명,포지션,경기,선발경기,이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루저지,도루저지율
2923,2019,한현희,키움,투수,61,0,58,4,1,4,11,2,0.789,0,0,0,-
2924,2019,오주원,키움,투수,57,0,54 1/3,0,0,4,14,2,1.000,0,0,0,-
2925,2019,윤영삼,키움,투수,54,0,62 2/3,1,0,3,6,0,0.900,0,0,0,-
2926,2019,송성문,키움,3루수,52,44,389 1/3,4,0,27,77,12,0.963,0,0,0,-
2927,2019,이정후,키움,우익수,52,29,282,0,0,67,3,2,1.000,0,0,0,-
2928,2019,김성민,키움,투수,50,0,56 1/3,0,0,3,8,1,1.000,0,0,0,-
2929,2019,조상우,키움,투수,48,0,47 1/3,1,0,3,4,0,0.875,0,0,0,-
2930,2019,이정후,키움,중견수,47,37,322 1/3,1,0,71,1,0,0.986,0,0,0,-
2931,2019,장영석,키움,1루수,40,20,221 1/3,3,0,179,15,15,0.985,0,0,0,-
2932,2019,송성문,키움,2루수,39,29,263 2/3,3,0,53,77,20,0.977,0,0,0,-
2933,2019,김하성,키움,3루수,36,28,240 1/3,5,0,7,44,4,0.911,0,0,0,-
2934,2019,김지수,키움,3루수,34,1,66 1/3,0,0,9,9,0,1.000,0,0,0,-
2935,2019,김동준,키움,투수,33,5,70,0,1,3,12,0,1.000,0,0,0,-
2936,2019,김지수,키움,2루수,33,1,70,1,0,20,27,9,0.979,0,0,0,-
2937,2019,박정음,키움,좌익수,30,16,146 1/3,0,0,33,1,1,1.000,0,0,0,-
2938,2019,요키시,키움,투수,30,30,181 1/3,1,0,16,38,2,0.982,0,0,0,-
2939,2019,양현,키움,투수,29,3,40 2/3,0,1,2,8,0,1.000,0,0,0,-
2940,2019,이영준,키움,투수,29,0,33 1/3,0,0,1,5,0,1.000,0,0,0,-
2941,2019,브리검,키움,투수,28,28,158 1/3,1,1,9,14,1,0.958,0,0,0,-
2942,2019,최원태,키움,투수,27,27,157 1/3,2,0,15,20,0,0.946,0,0,0,-
2943,2019,샌즈,키움,1루수,24,15,140,1,0,154,8,10,0.994,0,0,0,-
2944,2019,이승호,키움,투수,23,23,122 2/3,3,3,4,16,0,0.870,0,0,0,-
2945,2019,안우진,키움,투수,19,15,88 1/3,0,1,5,10,1,1.000,0,0,0,-
2946,2019,이보근,키움,투수,19,0,16 2/3,0,0,0,1,0,1.000,0,0,0,-
2947,2019,주효상,키움,포수,17,6,66,1,0,53,6,0,0.983,0,5,1,16.7
2948,2019,허정협,키움,좌익수,13,11,77,0,0,12,0,0,1.000,0,0,0,-
2949,2019,신재영,키움,투수,12,6,29 1/3,0,0,1,3,1,1.000,0,0,0,-
2950,2019,박정음,키움,우익수,10,0,19,0,0,4,0,0,1.000,0,0,0,-
2951,2019,박정음,키움,중견수,10,5,43,0,0,12,0,0,1.000,0,0,0,-
2952,2019,김선기,키움,투수,7,6,28,0,0,1,2,0,1.000,0,0,0,-
2953,2019,허정협,키움,우익수,7,4,30,0,0,7,0,0,1.000,0,0,0,-
2954,2019,김혜성,키움,3루수,6,4,27,1,0,1,7,0,0.889,0,0,0,-
2955,2019,송성문,키움,1루수,5,0,6,0,0,4,0,1,1.000,0,0,0,-
2956,2019,임지열,키움,3루수,5,2,25,1,0,3,2,0,0.833,0,0,0,-
2957,2019,조덕길,키움,투수,5,0,5,0,0,0,0,0,-,0,0,0,-
2958,2019,박주성,키움,투수,4,0,4,0,0,0,0,0,-,0,0,0,-
2959,2019,양기현,키움,투수,4,0,5 1/3,0,0,0,0,0,-,0,0,0,-
2960,2019,김은성,키움,2루수,3,2,17,1,0,2,4,1,0.857,0,0,0,-
2961,2019,윤정현,키움,투수,3,0,2,0,0,0,0,0,-,0,0,0,-
2962,2019,임지열,키움,1루수,3,1,5,1,0,4,1,0,0.833,0,0,0,-
2963,2019,김규민,키움,중견수,2,1,9,0,0,2,0,0,1.000,0,0,0,-
2964,2019,김웅빈,키움,3루수,2,2,13,0,0,0,3,0,1.000,0,0,0,-
2965,2019,김규민,키움,우익수,1,0,2,0,0,0,0,0,-,0,0,0,-
2966,2019,김웅빈,키움,2루수,1,1,7,0,0,3,2,0,1.000,0,0,0,-
2967,2019,김은성,키움,3루수,1,0,6,0,0,0,2,0,1.000,0,0,0,-
2968,2019,김주형,키움,유격수,1,0,2,0,0,0,0,0,-,0,0,0,-
2969,2019,김주형,키움,2루수,1,0,3,0,0,0,1,0,1.000,0,0,0,-
2970,2019,정은원,한화,2루수,142,137,1192 2/3,13,0,299,421,115,0.982,0,0,0,-
2971,2019,최재훈,한화,포수,132,126,1022 2/3,6,3,788,76,17,0.993,8,84,31,27.0
2972,2019,송광민,한화,3루수,120,115,974,16,0,79,218,33,0.949,0,0,0,-
2973,2019,오선진,한화,유격수,120,113,954 2/3,12,0,160,303,69,0.975,0,0,0,-
2974,2019,호잉,한화,우익수,88,65,606 2/3,2,0,141,7,4,0.987,0,0,0,-
2975,2019,안영명,한화,투수,67,0,62,0,0,6,5,0,1.000,0,0,0,-
2976,2019,장진혁,한화,중견수,62,31,350 1/3,0,0,104,3,0,1.000,0,0,0,-
2977,2019,박상원,한화,투수,61,0,59,0,1,3,7,0,1.000,0,0,0,-
2978,2019,호잉,한화,중견수,61,57,433 2/3,0,0,132,2,0,1.000,0,0,0,-
2979,2019,정우람,한화,투수,57,0,58 1/3,1,0,2,5,0,0.875,0,0,0,-
2980,2019,이태양,한화,투수,55,1,66 2/3,3,0,4,9,1,0.813,0,0,0,-
2981,2019,이성열,한화,우익수,54,49,388,3,0,91,3,0,0.969,0,0,0,-
2982,2019,정근우,한화,중견수,52,46,352 1/3,2,0,88,2,0,0.978,0,0,0,-
2983,2019,김민하,한화,좌익수,50,25,257 2/3,2,0,64,3,0,0.971,0,0,0,-
2984,2019,김범수,한화,투수,45,16,103,1,0,4,9,0,0.929,0,0,0,-
2985,2019,장진혁,한화,좌익수,45,34,265,3,0,68,2,0,0.959,0,0,0,-
2986,2019,지성준,한화,포수,45,13,186 1/3,0,0,142,10,2,1.000,2,15,3,16.7
2987,2019,신정락,한화,투수,44,1,44 2/3,2,0,2,2,1,0.667,0,0,0,-
2988,2019,최진행,한화,좌익수,44,36,267,0,0,68,0,0,1.000,0,0,0,-
2989,2019,양성우,한화,좌익수,43,21,231 1/3,0,0,41,2,0,1.000,0,0,0,-
2990,2019,김회성,한화,1루수,42,15,173 2/3,1,0,139,13,19,0.993,0,0,0,-
2991,2019,노시환,한화,1루수,36,24,201 2/3,2,0,202,13,19,0.991,0,0,0,-
2992,2019,김종수,한화,투수,35,0,31,1,0,1,2,1,0.750,0,0,0,-
2993,2019,임준섭,한화,투수,34,6,49 1/3,1,0,3,10,0,0.929,0,0,0,-
2994,2019,김태균,한화,1루수,31,30,223 1/3,1,0,201,13,19,0.995,0,0,0,-
2995,2019,서폴드,한화,투수,31,31,192 1/3,4,0,8,23,1,0.886,0,0,0,-
2996,2019,정근우,한화,1루수,30,24,206 2/3,4,0,192,11,22,0.981,0,0,0,-
2997,2019,박주홍,한화,투수,29,6,38 1/3,2,0,1,6,0,0.778,0,0,0,-
2998,2019,채드벨,한화,투수,29,29,177 1/3,2,1,6,27,0,0.943,0,0,0,-
2999,2019,강경학,한화,유격수,27,17,153,3,0,31,51,18,0.965,0,0,0,-
3000,2019,변우혁,한화,1루수,27,14,133,1,0,124,12,18,0.993,0,0,0,-
3001,2019,노시환,한화,3루수,26,18,167,5,0,7,37,4,0.898,0,0,0,-
3002,2019,장민재,한화,투수,26,22,119 1/3,0,0,4,13,0,1.000,0,0,0,-
3003,2019,이성열,한화,1루수,23,18,159,2,0,159,11,19,0.988,0,0,0,-
3004,2019,노시환,한화,유격수,22,4,60,0,0,11,21,7,1.000,0,0,0,-
3005,2019,강경학,한화,1루수,18,5,69,0,0,70,3,7,1.000,0,0,0,-
3006,2019,김회성,한화,3루수,18,10,96 2/3,1,0,7,25,5,0.970,0,0,0,-
3007,2019,장진혁,한화,우익수,18,15,127 1/3,0,0,31,1,0,1.000,0,0,0,-
3008,2019,김경태,한화,투수,17,0,11,0,0,1,3,0,1.000,0,0,0,-
3009,2019,김인환,한화,1루수,17,14,97,1,0,83,5,5,0.989,0,0,0,-
3010,2019,김민우,한화,투수,16,12,68,1,0,4,8,0,0.923,0,0,0,-
3011,2019,김성훈,한화,투수,15,1,22 1/3,0,0,0,1,0,1.000,0,0,0,-
3012,2019,박윤철,한화,투수,15,3,30,1,0,2,3,0,0.833,0,0,0,-
3013,2019,김민하,한화,우익수,14,3,40,0,0,12,1,0,1.000,0,0,0,-
3014,2019,유장혁,한화,좌익수,14,11,99 1/3,0,0,23,0,0,1.000,0,0,0,-
3015,2019,강경학,한화,2루수,13,4,51,1,0,20,14,6,0.971,0,0,0,-
3016,2019,문동욱,한화,투수,12,1,15 2/3,1,0,2,1,0,0.750,0,0,0,-
3017,2019,양성우,한화,우익수,12,6,62,0,0,20,1,0,1.000,0,0,0,-
3018,2019,김이환,한화,투수,11,8,38,1,1,1,5,1,0.857,0,0,0,-
3019,2019,백창수,한화,좌익수,11,11,81,0,0,16,1,0,1.000,0,0,0,-
3020,2019,유장혁,한화,중견수,11,4,38,0,0,12,0,0,1.000,0,0,0,-
3021,2019,이동훈,한화,중견수,11,0,28,0,0,10,0,0,1.000,0,0,0,-
3022,2019,김민하,한화,중견수,10,5,46 1/3,0,0,11,0,0,1.000,0,0,0,-
3023,2019,김종민,한화,포수,10,5,50 2/3,0,0,42,5,0,1.000,0,4,0,0.0
3024,2019,이동훈,한화,좌익수,8,5,39 1/3,0,0,9,0,0,1.000,0,0,0,-
3025,2019,박한결,한화,유격수,7,2,29,0,0,5,8,1,1.000,0,0,0,-
3026,2019,서균,한화,투수,7,0,4 1/3,0,0,0,0,0,-,0,0,0,-
3027,2019,김진영,한화,투수,6,5,26 2/3,0,1,0,3,0,1.000,0,0,0,-
3028,2019,최윤석,한화,유격수,6,3,31,2,0,3,9,1,0.857,0,0,0,-
3029,2019,황영국,한화,투수,6,0,4,0,0,0,0,0,-,0,0,0,-
3030,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3031,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3032,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3033,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3034,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3035,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3036,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3037,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3038,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3039,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3040,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3041,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3042,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3043,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3044,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3045,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3046,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3047,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3048,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3049,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3050,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3051,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3052,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3053,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3054,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3055,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3056,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3057,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3058,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3059,2019,양성우,한화,중견수,1,1,8,0,0,0,0,0,-,0,0,0,-
3060,2019,이창진,KIA,중견수,126,110,963 1/3,4,0,278,6,1,0.986,0,0,0,-
3061,2019,김선빈,KIA,유격수,110,100,835 2/3,9,0,143,266,63,0.978,0,0,0,-
3062,2019,한승택,KIA,포수,103,83,702,5,0,553,43,4,0.992,3,61,18,22.8
3063,2019,안치홍,KIA,2루수,94,89,729 1/3,11,0,158,229,56,0.972,0,0,0,-
3064,2019,박찬호,KIA,3루수,92,82,692,10,0,76,137,9,0.955,0,0,0,-
3065,2019,김주찬,KIA,1루수,76,65,538 2/3,6,0,481,39,48,0.989,0,0,0,-
3066,2019,박찬호,KIA,유격수,63,41,379 1/3,5,0,85,136,31,0.978,0,0,0,-
3067,2019,하준영,KIA,투수,59,0,52 2/3,1,1,5,9,0,0.933,0,0,0,-
3068,2019,전상현,KIA,투수,57,0,60 2/3,0,0,3,4,1,1.000,0,0,0,-
3069,2019,터커,KIA,우익수,56,53,433,2,0,96,1,0,0.980,0,0,0,-
3070,2019,고영창,KIA,투수,55,0,54,2,1,1,7,1,0.800,0,0,0,-
3071,2019,문경찬,KIA,투수,54,0,55,0,0,2,0,0,1.000,0,0,0,-
3072,2019,임기준,KIA,투수,52,0,36 2/3,2,0,3,8,1,0.846,0,0,0,-
3073,2019,김민식,KIA,포수,49,29,260,3,1,204,14,3,0.986,4,22,6,21.4
3074,2019,박준표,KIA,투수,49,0,56,0,0,7,12,2,1.000,0,0,0,-
3075,2019,터커,KIA,좌익수,48,40,335,2,0,68,2,1,0.972,0,0,0,-
3076,2019,최형우,KIA,좌익수,45,44,350,0,0,88,1,0,1.000,0,0,0,-
3077,2019,최원준,KIA,3루수,40,35,309,6,0,22,55,4,0.928,0,0,0,-
3078,2019,유민상,KIA,1루수,38,31,285,3,0,283,18,28,0.990,0,0,0,-
3079,2019,유재신,KIA,좌익수,38,7,114 2/3,1,0,24,0,0,0.960,0,0,0,-
3080,2019,이우성,KIA,좌익수,38,29,242 1/3,1,0,53,1,0,0.982,0,0,0,-
3081,2019,이준영,KIA,투수,37,1,51,0,0,3,7,0,1.000,0,0,0,-
3082,2019,류승현,KIA,1루수,34,25,197 2/3,0,0,191,18,15,1.000,0,0,0,-
3083,2019,이민우,KIA,투수,32,6,61 1/3,2,0,2,4,0,0.750,0,0,0,-
3084,2019,황윤호,KIA,2루수,32,16,152 2/3,4,0,33,49,12,0.953,0,0,0,-
3085,2019,신범수,KIA,포수,31,12,126 2/3,1,0,101,16,0,0.992,1,10,6,37.5
3086,2019,양현종,KIA,투수,29,29,184 2/3,0,1,9,21,2,1.000,0,0,0,-
3087,2019,윌랜드,KIA,투수,28,28,165,0,1,6,23,2,1.000,0,0,0,-
3088,2019,터너,KIA,투수,28,28,153 1/3,4,0,9,21,1,0.882,0,0,0,-
3089,2019,박준태,KIA,우익수,25,9,104,0,0,24,1,1,1.000,0,0,0,-
3090,2019,황윤호,KIA,3루수,23,11,110,2,0,15,21,0,0.947,0,0,0,-
3091,2019,오선우,KIA,우익수,21,11,114 2/3,0,0,29,3,0,1.000,0,0,0,-
3092,2019,홍건희,KIA,투수,21,14,81 2/3,3,0,5,9,0,0.824,0,0,0,-
3093,2019,백용환,KIA,포수,20,11,104 1/3,2,0,84,10,1,0.979,1,9,5,35.7
3094,2019,김기훈,KIA,투수,19,16,79 1/3,2,0,3,5,0,0.800,0,0,0,-
3095,2019,최원준,KIA,중견수,19,8,78,0,0,16,0,0,1.000,0,0,0,-
3096,2019,최원준,KIA,우익수,18,7,82 1/3,0,0,24,1,0,1.000,0,0,0,-
3097,2019,고장혁,KIA,3루수,16,9,77 1/3,4,0,1,9,0,0.714,0,0,0,-
3098,2019,안치홍,KIA,1루수,16,9,76,0,0,66,8,10,1.000,0,0,0,-
3099,2019,김주찬,KIA,좌익수,15,8,65 2/3,0,0,12,2,0,1.000,0,0,0,-
3100,2019,김선빈,KIA,2루수,13,10,77,1,0,9,25,5,0.971,0,0,0,-
3101,2019,나지완,KIA,좌익수,13,7,62,0,0,13,0,0,1.000,0,0,0,-
3102,2019,류승현,KIA,2루수,13,8,72,1,0,17,12,4,0.967,0,0,0,-
3103,2019,문선재,KIA,좌익수,13,8,75,0,0,14,0,0,1.000,0,0,0,-
3104,2019,문선재,KIA,1루수,13,4,45,2,0,33,1,3,0.944,0,0,0,-
3105,2019,오정환,KIA,2루수,13,3,46 1/3,1,0,8,17,3,0.962,0,0,0,-
3106,2019,장지수,KIA,투수,13,0,16 1/3,1,0,0,1,0,0.500,0,0,0,-
3107,2019,임기영,KIA,투수,12,8,48 2/3,1,0,1,4,0,0.833,0,0,0,-
3108,2019,김윤동,KIA,투수,11,0,11,0,0,0,1,0,1.000,0,0,0,-
3109,2019,박찬호,KIA,2루수,11,7,69 2/3,1,0,25,23,8,0.980,0,0,0,-
3110,2019,양승철,KIA,투수,11,1,16 1/3,0,0,1,3,0,1.000,0,0,0,-
3111,2019,김세현,KIA,투수,10,0,8 2/3,0,0,1,1,0,1.000,0,0,0,-
3112,2019,해즐베이커,KIA,중견수,10,9,74,1,0,22,0,0,0.957,0,0,0,-
3113,2019,황윤호,KIA,유격수,10,3,35,0,0,1,11,2,1.000,0,0,0,-
3114,2019,차명진,KIA,투수,9,6,33,0,0,2,2,0,1.000,0,0,0,-
3115,2019,이인행,KIA,우익수,8,6,37,0,0,7,0,0,1.000,0,0,0,-
3116,2019,이창진,KIA,2루수,8,5,45,0,0,9,14,5,1.000,0,0,0,-
3117,2019,최원준,KIA,1루수,8,1,25 2/3,0,0,25,0,0,1.000,0,0,0,-
3118,2019,황대인,KIA,1루수,8,5,46,0,0,40,3,6,1.000,0,0,0,-
3119,2019,박준태,KIA,중견수,7,2,18 2/3,0,0,5,0,0,1.000,0,0,0,-
3120,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3121,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3122,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3123,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3124,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3125,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3126,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3127,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3128,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3129,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3130,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3131,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3132,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3133,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3134,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3135,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3136,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3137,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3138,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3139,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3140,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3141,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3142,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3143,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3144,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3145,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3146,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3147,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3148,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3149,2019,김승범,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3150,2019,박경수,KT,2루수,126,121,983 2/3,9,0,222,349,81,0.984,0,0,0,-
3151,2019,장성우,KT,포수,125,107,911 2/3,5,0,626,54,4,0.993,10,60,24,28.6
3152,2019,심우준,KT,유격수,124,113,976 1/3,9,0,213,290,77,0.982,0,0,0,-
3153,2019,황재균,KT,3루수,117,112,964,10,0,103,215,22,0.970,0,0,0,-
3154,2019,오태곤,KT,1루수,113,85,726 1/3,8,0,694,71,65,0.990,0,0,0,-
3155,2019,김민혁,KT,좌익수,96,85,710 2/3,4,0,160,1,1,0.976,0,0,0,-
3156,2019,로하스,KT,중견수,90,88,746 2/3,6,0,200,4,1,0.971,0,0,0,-
3157,2019,강백호,KT,우익수,72,72,585 1/3,3,0,131,5,1,0.978,0,0,0,-
3158,2019,주권,KT,투수,71,0,75 1/3,0,0,4,15,2,1.000,0,0,0,-
3159,2019,전유수,KT,투수,62,1,66 1/3,1,0,2,8,1,0.909,0,0,0,-
3160,2019,박승욱,KT,1루수,52,25,252 1/3,2,0,265,21,27,0.993,0,0,0,-
3161,2019,정성곤,KT,투수,52,0,53 2/3,0,0,4,4,2,1.000,0,0,0,-
3162,2019,유한준,KT,우익수,51,48,382 2/3,2,0,81,4,1,0.977,0,0,0,-
3163,2019,로하스,KT,좌익수,44,40,317 1/3,0,0,72,4,0,1.000,0,0,0,-
3164,2019,이대은,KT,투수,44,8,86,0,1,5,10,1,1.000,0,0,0,-
3165,2019,김재윤,KT,투수,43,0,47 2/3,0,0,1,6,1,1.000,0,0,0,-
3166,2019,박승욱,KT,2루수,42,17,200,2,0,50,54,16,0.981,0,0,0,-
3167,2019,송민섭,KT,우익수,37,1,80 1/3,0,0,22,1,0,1.000,0,0,0,-
3168,2019,안승한,KT,포수,36,11,119,2,0,88,5,0,0.979,1,8,2,20.0
3169,2019,배정대,KT,중견수,35,10,149 1/3,1,0,49,1,1,0.980,0,0,0,-
3170,2019,손동현,KT,투수,34,3,47 1/3,0,0,6,8,1,1.000,0,0,0,-
3171,2019,이준수,KT,포수,32,14,141 2/3,2,0,96,10,0,0.981,1,16,3,15.8
3172,2019,강민국,KT,유격수,31,21,176,5,0,38,64,9,0.953,0,0,0,-
3173,2019,윤석민,KT,1루수,31,20,179,1,0,179,11,21,0.995,0,0,0,-
3174,2019,쿠에바스,KT,투수,30,30,184,3,4,10,24,2,0.919,0,0,0,-
3175,2019,송민섭,KT,좌익수,29,3,63 1/3,0,0,19,1,0,1.000,0,0,0,-
3176,2019,김민수,KT,투수,28,11,81 2/3,2,0,4,5,1,0.818,0,0,0,-
3177,2019,배제성,KT,투수,28,21,131 2/3,1,1,10,19,1,0.967,0,0,0,-
3178,2019,김민,KT,투수,27,26,150 2/3,0,0,13,13,1,1.000,0,0,0,-
3179,2019,김민혁,KT,중견수,27,25,192,0,0,57,0,0,1.000,0,0,0,-
3180,2019,알칸타라,KT,투수,27,27,172 2/3,2,1,8,24,0,0.941,0,0,0,-
3181,2019,조용호,KT,우익수,27,22,181 1/3,0,0,42,1,0,1.000,0,0,0,-
3182,2019,엄상백,KT,투수,26,0,31 1/3,0,0,1,2,0,1.000,0,0,0,-
3183,2019,이해창,KT,포수,25,12,103 1/3,1,0,68,10,1,0.987,3,6,5,45.5
3184,2019,윤석민,KT,3루수,22,18,129 2/3,4,0,12,22,0,0.895,0,0,0,-
3185,2019,김대유,KT,투수,21,0,27,0,0,2,6,1,1.000,0,0,0,-
3186,2019,송민섭,KT,중견수,21,2,39 1/3,0,0,17,0,0,1.000,0,0,0,-
3187,2019,문상철,KT,1루수,20,13,105 1/3,4,0,101,9,10,0.965,0,0,0,-
3188,2019,배정대,KT,좌익수,20,3,48 2/3,0,0,9,1,0,1.000,0,0,0,-
3189,2019,조용호,KT,중견수,18,12,96 2/3,0,0,34,0,0,1.000,0,0,0,-
3190,2019,조용호,KT,좌익수,16,4,50,0,0,3,0,0,1.000,0,0,0,-
3191,2019,금민철,KT,투수,14,14,57,2,0,2,8,0,0.833,0,0,0,-
3192,2019,강민국,KT,3루수,13,1,31 2/3,1,0,6,5,0,0.917,0,0,0,-
3193,2019,고명성,KT,유격수,13,1,35 2/3,1,0,3,18,4,0.955,0,0,0,-
3194,2019,박승욱,KT,3루수,12,8,70 2/3,0,0,2,15,3,1.000,0,0,0,-
3195,2019,강민국,KT,2루수,11,4,38,3,0,7,12,1,0.864,0,0,0,-
3196,2019,심우준,KT,3루수,11,1,32 1/3,1,0,1,13,0,0.933,0,0,0,-
3197,2019,배정대,KT,우익수,10,0,15 1/3,0,0,6,0,0,1.000,0,0,0,-
3198,2019,조근종,KT,투수,10,0,10 2/3,0,0,0,0,0,-,0,0,0,-
3199,2019,고명성,KT,2루수,9,0,15 1/3,0,0,2,8,1,1.000,0,0,0,-
3200,2019,오태곤,KT,좌익수,9,6,48 2/3,0,0,8,0,0,1.000,0,0,0,-
3201,2019,이정현,KT,투수,9,2,12,0,0,0,0,0,-,0,0,0,-
3202,2019,황재균,KT,유격수,9,6,54,1,0,12,18,4,0.968,0,0,0,-
3203,2019,박승욱,KT,유격수,8,2,29,1,0,7,6,1,0.929,0,0,0,-
3204,2019,하준호,KT,투수,8,0,8,0,0,0,2,0,1.000,0,0,0,-
3205,2019,김영환,KT,2루수,7,2,20,0,0,2,5,0,1.000,0,0,0,-
3206,2019,김진곤,KT,좌익수,7,2,27 1/3,0,0,8,0,0,1.000,0,0,0,-
3207,2019,심우준,KT,2루수,7,3,31 1/3,1,0,6,12,2,0.947,0,0,0,-
3208,2019,조현우,KT,투수,7,0,7 2/3,0,0,1,0,0,1.000,0,0,0,-
3209,2019,로하스,KT,우익수,6,1,20 2/3,0,0,7,0,0,1.000,0,0,0,-
3210,2019,최건,KT,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3211,2019,최건,KT,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3212,2019,최건,KT,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3213,2019,최건,KT,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3214,2019,최건,KT,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3215,2019,최건,KT,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3216,2019,최건,KT,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3217,2019,최건,KT,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3218,2019,최건,KT,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3219,2019,최건,KT,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3220,2019,최건,KT,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3221,2019,최건,KT,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
3222,2019,최건,KT,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
