,연도,선수이름,팀명,포지션,경기,선발경기,이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루저지,도루저지율
1347,2016,윤병호,NC,좌익수,3,1,8,0,0,2,0,0,1.000,0,0,0,-
1348,2016,모창민,NC,2루수,2,0,3,0,0,1,2,0,1.000,0,0,0,-
1349,2016,박상혁,NC,투수,2,0,2 1/3,0,0,0,0,0,-,0,0,0,-
1350,2016,최정,SK,3루수,140,136,1181 1/3,14,0,89,291,32,0.964,0,0,0,-
1351,2016,박정권,SK,1루수,118,107,918,6,0,947,91,91,0.994,0,0,0,-
1352,2016,이재원,SK,포수,116,111,896 1/3,8,2,689,69,6,0.990,2,78,41,34.5
1353,2016,김강민,SK,중견수,114,107,875 2/3,2,0,194,5,1,0.990,0,0,0,-
1354,2016,고메즈,SK,유격수,112,109,933,25,0,185,349,77,0.955,0,0,0,-
1355,2016,김성현,SK,2루수,111,107,886,9,0,218,323,88,0.984,0,0,0,-
1356,2016,정의윤,SK,우익수,99,94,759,5,0,152,7,2,0.970,0,0,0,-
1357,2016,이명기,SK,좌익수,87,66,592 2/3,4,0,145,5,1,0.974,0,0,0,-
1358,2016,김민식,SK,포수,75,33,359,7,0,263,23,2,0.976,2,26,15,36.6
1359,2016,채병용,SK,투수,68,0,83 2/3,2,0,4,11,1,0.882,0,0,0,-
1360,2016,박재상,SK,좌익수,52,35,291,2,0,62,1,0,0.969,0,0,0,-
1361,2016,박희수,SK,투수,51,0,54 2/3,1,0,6,11,0,0.944,0,0,0,-
1362,2016,최정민,SK,2루수,51,24,260 2/3,5,0,68,83,21,0.968,0,0,0,-
1363,2016,박정배,SK,투수,49,0,51 2/3,2,0,4,9,0,0.867,0,0,0,-
1364,2016,전유수,SK,투수,46,0,54 1/3,1,0,3,5,0,0.889,0,0,0,-
1365,2016,김재현,SK,좌익수,44,18,179,0,0,35,1,1,1.000,0,0,0,-
1366,2016,조동화,SK,우익수,41,16,155,1,0,29,2,1,0.969,0,0,0,-
1367,2016,최승준,SK,1루수,41,25,237 2/3,2,0,240,19,30,0.992,0,0,0,-
1368,2016,김주한,SK,투수,39,1,59 1/3,0,0,2,8,0,1.000,0,0,0,-
1369,2016,김재현,SK,중견수,38,14,182,1,0,58,2,0,0.984,0,0,0,-
1370,2016,신재웅,SK,투수,35,0,18,1,0,2,1,0,0.750,0,0,0,-
1371,2016,박재상,SK,우익수,34,23,203 1/3,0,0,38,1,0,1.000,0,0,0,-
1372,2016,박민호,SK,투수,32,0,36 2/3,0,0,2,8,1,1.000,0,0,0,-
1373,2016,켈리,SK,투수,31,31,200 1/3,1,1,18,34,1,0.981,0,0,0,-
1374,2016,박종훈,SK,투수,28,28,140,1,3,14,28,1,0.977,0,0,0,-
1375,2016,김광현,SK,투수,27,21,137,2,0,5,34,1,0.951,0,0,0,-
1376,2016,김성현,SK,유격수,27,22,199 2/3,7,0,25,74,15,0.934,0,0,0,-
1377,2016,서진용,SK,투수,25,0,26 2/3,0,0,0,4,0,1.000,0,0,0,-
1378,2016,조동화,SK,좌익수,24,13,123,1,0,22,1,1,0.958,0,0,0,-
1379,2016,김승회,SK,투수,23,0,24 1/3,0,0,0,3,1,1.000,0,0,0,-
1380,2016,윤희상,SK,투수,23,22,122 2/3,0,1,5,15,0,1.000,0,0,0,-
1381,2016,김재현,SK,우익수,22,6,69,0,0,14,0,0,1.000,0,0,0,-
1382,2016,정영일,SK,투수,21,0,24 2/3,0,0,0,4,0,1.000,0,0,0,-
1383,2016,문승원,SK,투수,20,12,63 2/3,1,0,2,14,3,0.941,0,0,0,-
1384,2016,박승욱,SK,유격수,20,12,112 2/3,2,0,20,44,7,0.970,0,0,0,-
1385,2016,이진석,SK,우익수,20,1,44 2/3,0,0,6,1,0,1.000,0,0,0,-
1386,2016,이진석,SK,중견수,18,4,58 2/3,0,0,12,0,0,1.000,0,0,0,-
1387,2016,조동화,SK,중견수,18,10,89 1/3,0,0,15,0,0,1.000,0,0,0,-
1388,2016,라라,SK,투수,17,9,48 1/3,3,0,1,9,0,0.769,0,0,0,-
1389,2016,문광은,SK,투수,17,0,17,0,0,0,1,0,1.000,0,0,0,-
1390,2016,김태훈,SK,투수,15,2,14 2/3,0,0,2,3,0,1.000,0,0,0,-
1391,2016,최정용,SK,3루수,13,2,39 1/3,0,0,0,6,0,1.000,0,0,0,-
1392,2016,세든,SK,투수,12,12,62,3,0,6,4,0,0.769,0,0,0,-
1393,2016,임준혁,SK,투수,12,11,34,1,0,1,5,0,0.857,0,0,0,-
1394,2016,최정용,SK,2루수,12,4,48,0,0,10,20,2,1.000,0,0,0,-
1395,2016,김동엽,SK,좌익수,11,8,41,0,0,5,0,0,1.000,0,0,0,-
1396,2016,박재상,SK,중견수,11,9,68 1/3,1,0,13,0,0,0.929,0,0,0,-
1397,2016,최정용,SK,유격수,10,0,14 1/3,1,0,3,2,1,0.833,0,0,0,-
1398,2016,나주환,SK,2루수,9,6,46,1,0,8,9,3,0.944,0,0,0,-
1399,2016,이현석,SK,포수,9,0,17 2/3,0,0,18,0,0,1.000,0,1,0,0.0
1400,2016,나주환,SK,1루수,8,8,58,0,0,67,9,10,1.000,0,0,0,-
1401,2016,박승욱,SK,2루수,6,2,20,0,0,4,9,4,1.000,0,0,0,-
1402,2016,이정담,SK,투수,6,0,5 1/3,0,0,2,2,0,1.000,0,0,0,-
1403,2016,최정민,SK,3루수,6,2,20,0,0,1,4,0,1.000,0,0,0,-
1404,2016,김기현,SK,1루수,5,1,14,0,0,24,1,0,1.000,0,0,0,-
1405,2016,최정용,SK,1루수,5,0,9,0,0,11,1,1,1.000,0,0,0,-
1406,2016,김동엽,SK,우익수,4,2,10 2/3,0,0,1,0,0,1.000,0,0,0,-
1407,2016,박승욱,SK,1루수,4,2,20,0,0,20,2,0,1.000,0,0,0,-
1408,2016,박승욱,SK,3루수,4,3,26,0,0,1,8,0,1.000,0,0,0,-
1409,2016,박정권,SK,우익수,4,1,13 1/3,0,0,1,0,0,1.000,0,0,0,-
1410,2017,김하성,넥센,유격수,138,133,1163,18,0,207,422,71,0.972,0,0,0,-
1411,2017,김민성,넥센,3루수,125,119,1028,6,0,110,242,32,0.983,0,0,0,-
1412,2017,서건창,넥센,2루수,122,120,1008 2/3,12,0,254,329,73,0.980,0,0,0,-
1413,2017,이정후,넥센,중견수,108,99,793,1,0,209,4,0,0.995,0,0,0,-
1414,2017,고종욱,넥센,좌익수,102,97,823 1/3,4,0,190,3,0,0.980,0,0,0,-
1415,2017,박동원,넥센,포수,99,77,651,8,3,527,48,5,0.986,5,37,20,35.1
1416,2017,김재현,넥센,포수,70,25,276 2/3,1,0,223,25,2,0.996,1,19,14,42.4
1417,2017,이정후,넥센,우익수,64,26,307,2,0,64,3,1,0.971,0,0,0,-
1418,2017,주효상,넥센,포수,63,42,342,2,0,266,15,2,0.993,2,16,3,15.8
1419,2017,채태인,넥센,1루수,63,59,487 1/3,6,0,472,26,38,0.988,0,0,0,-
1420,2017,김상수,넥센,투수,60,0,61 1/3,1,0,2,5,0,0.875,0,0,0,-
1421,2017,오주원,넥센,투수,57,3,73 2/3,2,0,2,3,0,0.714,0,0,0,-
1422,2017,이보근,넥센,투수,55,0,52 2/3,0,0,1,3,0,1.000,0,0,0,-
1423,2017,박정음,넥센,중견수,53,29,289 1/3,3,0,75,1,1,0.962,0,0,0,-
1424,2017,허정협,넥센,우익수,44,37,300,1,0,63,2,0,0.985,0,0,0,-
1425,2017,이택근,넥센,우익수,41,36,268,0,0,51,0,0,1.000,0,0,0,-
1426,2017,장영석,넥센,1루수,39,33,275 2/3,4,0,258,10,25,0.985,0,0,0,-
1427,2017,한현희,넥센,투수,38,13,106 2/3,0,0,5,18,0,1.000,0,0,0,-
1428,2017,초이스,넥센,우익수,37,36,306,1,0,76,3,0,0.988,0,0,0,-
1429,2017,금민철,넥센,투수,36,7,54,0,0,3,2,0,1.000,0,0,0,-
1430,2017,김지수,넥센,2루수,36,3,83,0,0,18,24,6,1.000,0,0,0,-
1431,2017,신재영,넥센,투수,34,15,125,0,1,2,11,0,1.000,0,0,0,-
1432,2017,김성민,넥센,투수,33,15,87 2/3,0,1,2,11,0,1.000,0,0,0,-
1433,2017,윤영삼,넥센,투수,28,2,49 2/3,0,0,2,3,0,1.000,0,0,0,-
1434,2017,하영민,넥센,투수,28,2,45 1/3,0,1,2,7,0,1.000,0,0,0,-
1435,2017,허정협,넥센,좌익수,27,21,181,0,0,51,0,0,1.000,0,0,0,-
1436,2017,최원태,넥센,투수,25,25,149 1/3,0,0,7,11,1,1.000,0,0,0,-
1437,2017,밴헤켄,넥센,투수,24,24,138 1/3,2,0,3,14,0,0.895,0,0,0,-
1438,2017,브리검,넥센,투수,24,24,144,1,1,4,18,0,0.957,0,0,0,-
1439,2017,장영석,넥센,3루수,22,14,124,5,0,10,28,0,0.884,0,0,0,-
1440,2017,임병욱,넥센,중견수,19,9,101 1/3,0,0,23,0,0,1.000,0,0,0,-
1441,2017,송성문,넥센,2루수,17,11,101,1,0,26,40,9,0.985,0,0,0,-
1442,2017,이정후,넥센,좌익수,17,9,92,0,0,22,1,0,1.000,0,0,0,-
1443,2017,정대현,넥센,투수,17,10,66 1/3,1,0,1,11,2,0.923,0,0,0,-
1444,2017,김웅빈,넥센,1루수,16,10,89,2,0,76,3,8,0.975,0,0,0,-
1445,2017,송성문,넥센,1루수,16,3,48 2/3,1,0,44,2,4,0.979,0,0,0,-
1446,2017,김웅빈,넥센,2루수,13,9,61 1/3,0,0,12,10,2,1.000,0,0,0,-
1447,2017,김정인,넥센,투수,13,1,13 2/3,0,0,2,1,0,1.000,0,0,0,-
1448,2017,조상우,넥센,투수,13,7,44 1/3,0,0,2,7,0,1.000,0,0,0,-
1449,2017,황덕균,넥센,투수,13,0,15,0,0,0,2,0,1.000,0,0,0,-
1450,2017,김지수,넥센,유격수,12,2,39,0,0,6,7,3,1.000,0,0,0,-
1451,2017,김웅빈,넥센,3루수,11,4,39,1,0,5,4,1,0.900,0,0,0,-
1452,2017,박정음,넥센,좌익수,10,4,49 1/3,0,0,13,0,0,1.000,0,0,0,-
1453,2017,이영준,넥센,투수,10,0,8 1/3,0,0,0,1,0,1.000,0,0,0,-
1454,2017,김태완,넥센,1루수,9,2,30,1,0,27,2,1,0.967,0,0,0,-
1455,2017,박정음,넥센,우익수,9,1,21,0,0,5,0,0,1.000,0,0,0,-
1456,2017,이택근,넥센,좌익수,9,8,65,0,0,20,0,0,1.000,0,0,0,-
1457,2017,김지수,넥센,3루수,8,0,15,0,0,2,0,0,1.000,0,0,0,-
1458,2017,마정길,넥센,투수,7,0,10 1/3,0,0,0,0,0,-,0,0,0,-
1459,2017,박윤,넥센,1루수,7,4,37,0,0,35,0,2,1.000,0,0,0,-
1460,2017,양훈,넥센,투수,7,2,16 1/3,0,0,2,0,0,1.000,0,0,0,-
1461,2017,김규민,넥센,중견수,6,2,28,1,0,7,0,0,0.875,0,0,0,-
1462,2017,김혜성,넥센,유격수,6,2,23,1,0,4,6,0,0.909,0,0,0,-
1463,2017,오윤성,넥센,투수,6,0,7 2/3,0,0,0,2,0,1.000,0,0,0,-
1464,2017,김건태,넥센,투수,5,0,6,0,0,0,0,0,-,0,0,0,-
1465,2017,김민성,넥센,유격수,5,5,30,0,0,7,6,2,1.000,0,0,0,-
1466,2017,김혜성,넥센,2루수,5,1,14,0,0,3,4,1,1.000,0,0,0,-
1467,2017,대니돈,넥센,1루수,5,4,37,0,0,27,2,2,1.000,0,0,0,-
1468,2017,대니돈,넥센,좌익수,5,4,39,0,0,9,0,0,1.000,0,0,0,-
1469,2017,김혜성,넥센,3루수,4,0,10,0,0,1,0,0,1.000,0,0,0,-
1470,2017,김재환,두산,좌익수,132,131,1093,8,0,232,5,0,0.967,0,0,0,-
1471,2017,허경민,두산,3루수,130,104,952 1/3,5,0,100,202,18,0.984,0,0,0,-
1472,2017,박건우,두산,중견수,120,116,988 1/3,4,0,227,4,1,0.983,0,0,0,-
1473,2017,오재원,두산,2루수,113,82,766 2/3,6,0,204,214,63,0.986,0,0,0,-
1474,2017,오재일,두산,1루수,107,90,809,5,0,782,43,76,0.994,0,0,0,-
1475,2017,민병헌,두산,우익수,102,94,776,4,0,163,4,1,0.977,0,0,0,-
1476,2017,양의지,두산,포수,98,91,744,5,2,596,38,6,0.992,3,36,17,32.1
1477,2017,김재호,두산,유격수,91,81,688,9,0,112,262,52,0.977,0,0,0,-
1478,2017,박세혁,두산,포수,89,51,520,2,2,394,31,6,0.995,2,28,12,30.0
1479,2017,류지혁,두산,유격수,86,60,543,13,0,93,180,29,0.955,0,0,0,-
1480,2017,최주환,두산,2루수,78,61,476 2/3,4,0,129,144,37,0.986,0,0,0,-
1481,2017,김강률,두산,투수,70,0,89,1,1,5,11,0,0.941,0,0,0,-
1482,2017,김승회,두산,투수,69,0,69,0,1,4,9,1,1.000,0,0,0,-
1483,2017,이용찬,두산,투수,68,0,71 2/3,0,0,3,12,0,1.000,0,0,0,-
1484,2017,이현승,두산,투수,57,0,52,0,0,4,7,0,1.000,0,0,0,-
1485,2017,에반스,두산,1루수,46,46,373 2/3,0,0,371,26,40,1.000,0,0,0,-
1486,2017,김성배,두산,투수,45,0,44,0,0,2,4,0,1.000,0,0,0,-
1487,2017,김명신,두산,투수,39,2,45 1/3,0,0,0,8,1,1.000,0,0,0,-
1488,2017,정진호,두산,우익수,39,33,249,0,0,53,0,0,1.000,0,0,0,-
1489,2017,최주환,두산,3루수,35,28,187 2/3,3,0,15,50,2,0.956,0,0,0,-
1490,2017,함덕주,두산,투수,35,24,137 1/3,0,0,7,20,2,1.000,0,0,0,-
1491,2017,니퍼트,두산,투수,30,30,179 2/3,3,0,7,21,2,0.903,0,0,0,-
1492,2017,유희관,두산,투수,30,29,188 2/3,5,0,4,32,2,0.878,0,0,0,-
1493,2017,정진호,두산,좌익수,30,10,120,0,0,28,0,0,1.000,0,0,0,-
1494,2017,국해성,두산,우익수,29,8,125 1/3,0,0,33,2,0,1.000,0,0,0,-
1495,2017,장원준,두산,투수,29,29,180 1/3,2,1,8,34,4,0.955,0,0,0,-
1496,2017,류지혁,두산,3루수,28,9,104,1,0,8,20,2,0.966,0,0,0,-
1497,2017,조수행,두산,우익수,25,2,76 2/3,0,0,20,1,0,1.000,0,0,0,-
1498,2017,조수행,두산,중견수,25,2,71,1,0,17,1,1,0.947,0,0,0,-
1499,2017,이현호,두산,투수,24,2,30,2,0,0,4,1,0.667,0,0,0,-
1500,2017,민병헌,두산,중견수,22,19,156,0,0,42,1,0,1.000,0,0,0,-
1501,2017,조수행,두산,좌익수,22,0,32 2/3,0,0,11,1,0,1.000,0,0,0,-
1502,2017,박치국,두산,투수,21,3,32,0,1,3,5,0,1.000,0,0,0,-
1503,2017,이영하,두산,투수,20,3,35 2/3,1,1,1,4,0,0.833,0,0,0,-
1504,2017,보우덴,두산,투수,17,17,87 1/3,1,0,4,10,0,0.933,0,0,0,-
1505,2017,류지혁,두산,2루수,15,1,36 2/3,1,0,6,13,4,0.950,0,0,0,-
1506,2017,정진호,두산,중견수,15,6,72 2/3,0,0,12,1,0,1.000,0,0,0,-
1507,2017,김인태,두산,우익수,14,6,59,0,0,25,0,0,1.000,0,0,0,-
1508,2017,신성현,두산,1루수,14,9,71,0,0,64,11,9,1.000,0,0,0,-
1509,2017,서예일,두산,유격수,12,3,51,1,0,9,27,5,0.973,0,0,0,-
1510,2017,신성현,두산,3루수,11,5,46 1/3,2,0,2,9,0,0.846,0,0,0,-
1511,2017,홍상삼,두산,투수,11,2,17,1,0,0,1,0,0.500,0,0,0,-
1512,2017,국해성,두산,좌익수,9,3,28 1/3,0,0,8,1,1,1.000,0,0,0,-
1513,2017,오재원,두산,1루수,9,3,34,0,0,36,1,2,1.000,0,0,0,-
1514,2017,류지혁,두산,1루수,8,0,18,0,0,17,0,1,1.000,0,0,0,-
1515,2017,김민혁,두산,1루수,7,1,18,0,0,16,0,0,1.000,0,0,0,-
1516,2017,전용훈,두산,투수,7,0,9,0,0,0,1,0,1.000,0,0,0,-
1517,2017,고원준,두산,투수,5,3,9 1/3,0,0,0,0,0,-,0,0,0,-
1518,2017,김민혁,두산,3루수,5,0,9,0,0,0,1,1,1.000,0,0,0,-
1519,2017,서예일,두산,3루수,5,0,9,0,0,1,2,0,1.000,0,0,0,-
1520,2017,안규영,두산,투수,5,0,5 1/3,0,0,0,0,0,-,0,0,0,-
1521,2017,국해성,두산,1루수,4,0,9 1/3,0,0,7,1,1,1.000,0,0,0,-
1522,2017,김인태,두산,좌익수,4,0,9,1,0,2,0,0,0.667,0,0,0,-
1523,2017,서예일,두산,2루수,4,0,6,0,0,1,1,0,1.000,0,0,0,-
1524,2017,박유연,두산,포수,3,0,5,0,0,1,0,0,1.000,0,0,0,-
1525,2017,신성현,두산,유격수,3,1,9,1,0,0,2,0,0.667,0,0,0,-
1526,2017,장민익,두산,투수,3,0,2,0,0,0,0,0,-,0,0,0,-
1527,2017,박건우,두산,좌익수,2,0,2,0,0,0,0,0,-,0,0,0,-
1528,2017,고봉재,두산,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
1529,2017,성영훈,두산,투수,1,0,1,0,0,0,1,0,1.000,0,0,0,-
1530,2017,손아섭,롯데,우익수,139,139,1210 1/3,2,0,250,11,2,0.992,0,0,0,-
1531,2017,강민호,롯데,포수,129,120,1032 2/3,11,4,904,77,15,0.989,9,71,31,30.4
1532,2017,김문호,롯데,좌익수,120,93,883 1/3,3,0,179,2,0,0.984,0,0,0,-
1533,2017,이대호,롯데,1루수,116,114,935 2/3,8,0,898,59,92,0.992,0,0,0,-
1534,2017,번즈,롯데,2루수,110,103,916 1/3,8,0,225,307,72,0.985,0,0,0,-
1535,2017,전준우,롯데,중견수,100,99,830,0,0,210,4,1,1.000,0,0,0,-
1536,2017,신본기,롯데,유격수,92,71,608,6,0,77,199,42,0.979,0,0,0,-
1537,2017,문규현,롯데,유격수,83,64,576 2/3,4,0,101,214,42,0.987,0,0,0,-
1538,2017,김동한,롯데,3루수,73,53,441 2/3,7,0,29,99,13,0.948,0,0,0,-
1539,2017,배장호,롯데,투수,72,0,66 1/3,0,1,3,12,1,1.000,0,0,0,-
1540,2017,손승락,롯데,투수,61,0,62,0,0,5,8,2,1.000,0,0,0,-
1541,2017,김사훈,롯데,포수,55,24,239 2/3,1,0,208,13,1,0.995,4,16,8,33.3
1542,2017,신본기,롯데,3루수,53,27,294,4,0,23,56,2,0.952,0,0,0,-
1543,2017,장시환,롯데,투수,53,0,51 1/3,1,0,2,6,1,0.889,0,0,0,-
1544,2017,박시영,롯데,투수,47,3,57,0,0,1,12,1,1.000,0,0,0,-
1545,2017,나경민,롯데,중견수,46,22,224 1/3,0,0,59,0,0,1.000,0,0,0,-
1546,2017,박진형,롯데,투수,45,9,88,0,0,8,15,0,1.000,0,0,0,-
1547,2017,이우민,롯데,중견수,42,20,195,0,0,51,2,0,1.000,0,0,0,-
1548,2017,김상호,롯데,1루수,40,7,132,0,0,129,9,11,1.000,0,0,0,-
1549,2017,김유영,롯데,투수,40,1,48 2/3,0,0,2,10,1,1.000,0,0,0,-
1550,2017,윤길현,롯데,투수,40,0,39 1/3,0,0,1,2,0,1.000,0,0,0,-
1551,2017,황진수,롯데,3루수,35,28,213 2/3,2,0,17,38,4,0.965,0,0,0,-
1552,2017,박헌도,롯데,좌익수,34,30,206,2,0,42,1,0,0.956,0,0,0,-
1553,2017,이명우,롯데,투수,34,0,26 2/3,1,0,0,5,0,0.833,0,0,0,-
1554,2017,레일리,롯데,투수,30,30,187 1/3,2,3,9,39,3,0.960,0,0,0,-
1555,2017,송승준,롯데,투수,30,22,130 1/3,1,1,11,13,1,0.960,0,0,0,-
1556,2017,이우민,롯데,좌익수,30,16,156 2/3,1,0,21,0,0,0.955,0,0,0,-
1557,2017,정훈,롯데,2루수,29,20,152 1/3,2,0,32,43,5,0.974,0,0,0,-
1558,2017,박세웅,롯데,투수,28,28,171 1/3,0,0,3,24,2,1.000,0,0,0,-
1559,2017,강동호,롯데,투수,27,0,41 1/3,0,0,3,2,1,1.000,0,0,0,-
1560,2017,조정훈,롯데,투수,26,0,23,0,0,1,2,0,1.000,0,0,0,-
1561,2017,김원중,롯데,투수,24,24,107 1/3,3,1,5,10,1,0.833,0,0,0,-
1562,2017,이정민,롯데,투수,24,0,26 2/3,0,0,3,4,0,1.000,0,0,0,-
1563,2017,문규현,롯데,3루수,21,12,125,3,0,9,30,4,0.929,0,0,0,-
1564,2017,최준석,롯데,1루수,20,18,143,1,0,134,9,11,0.993,0,0,0,-
1565,2017,김대륙,롯데,유격수,19,7,78 2/3,1,0,20,26,7,0.979,0,0,0,-
1566,2017,김대륙,롯데,3루수,16,3,49 1/3,3,0,1,8,1,0.750,0,0,0,-
1567,2017,김대륙,롯데,2루수,15,2,57 2/3,0,0,14,21,5,1.000,0,0,0,-
1568,2017,애디튼,롯데,투수,15,13,70,1,0,2,8,0,0.909,0,0,0,-
1569,2017,황진수,롯데,1루수,15,0,29 2/3,0,0,31,2,3,1.000,0,0,0,-
1570,2017,이우민,롯데,우익수,14,5,52,1,0,15,0,0,0.938,0,0,0,-
1571,2017,문규현,롯데,2루수,13,12,98 1/3,0,0,23,28,8,1.000,0,0,0,-
1572,2017,번즈,롯데,3루수,13,10,75,0,0,5,18,1,1.000,0,0,0,-
1573,2017,황진수,롯데,2루수,13,6,51 2/3,2,0,9,19,5,0.933,0,0,0,-
1574,2017,린드블럼,롯데,투수,12,12,72 2/3,1,0,2,5,1,0.875,0,0,0,-
1575,2017,정훈,롯데,중견수,12,3,34,0,0,11,0,0,1.000,0,0,0,-
1576,2017,정훈,롯데,1루수,11,3,32 2/3,1,0,27,2,4,0.967,0,0,0,-
1577,2017,나경민,롯데,우익수,10,0,17,0,0,1,0,0,1.000,0,0,0,-
1578,2017,노경은,롯데,투수,9,1,14 2/3,0,0,0,1,0,1.000,0,0,0,-
1579,2017,김민수,롯데,3루수,5,4,27 2/3,1,0,3,6,0,0.900,0,0,0,-
1580,2017,나종덕,롯데,포수,5,0,14,0,0,15,0,0,1.000,1,0,0,-
1581,2017,강영식,롯데,투수,4,0,2 1/3,0,0,0,1,0,1.000,0,0,0,-
1582,2017,김문호,롯데,1루수,4,1,12 1/3,1,0,11,2,1,0.929,0,0,0,-
1583,2017,김상호,롯데,3루수,4,1,10,0,0,0,2,0,1.000,0,0,0,-
1584,2017,나경민,롯데,좌익수,4,2,18 1/3,0,0,2,1,0,1.000,0,0,0,-
1585,2017,진명호,롯데,투수,4,0,5,0,0,0,0,0,-,0,0,0,-
1586,2017,김동한,롯데,2루수,3,1,9,0,0,3,3,0,1.000,0,0,0,-
1587,2017,김민수,롯데,유격수,3,2,17,0,0,1,5,1,1.000,0,0,0,-
1588,2017,김상호,롯데,좌익수,3,2,17,0,0,2,0,0,1.000,0,0,0,-
1589,2017,번즈,롯데,유격수,3,0,6,0,0,0,2,0,1.000,0,0,0,-
1590,2017,구자욱,삼성,우익수,144,144,1242 1/3,5,0,278,13,4,0.983,0,0,0,-
1591,2017,박해민,삼성,중견수,139,130,1151 2/3,1,0,323,7,2,0.997,0,0,0,-
1592,2017,이원석,삼성,3루수,111,107,910 1/3,12,0,69,191,23,0.956,0,0,0,-
1593,2017,러프,삼성,1루수,109,109,936,7,0,827,71,96,0.992,0,0,0,-
1594,2017,김헌곤,삼성,좌익수,102,72,694 2/3,2,0,131,10,3,0.986,0,0,0,-
1595,2017,이지영,삼성,포수,102,87,747,6,2,638,42,4,0.991,4,39,16,29.1
1596,2017,강한울,삼성,유격수,83,72,617,12,0,106,204,51,0.963,0,0,0,-
1597,2017,조동찬,삼성,2루수,74,66,510 1/3,6,0,112,170,51,0.979,0,0,0,-
1598,2017,심창민,삼성,투수,66,0,75 1/3,0,0,3,5,0,1.000,0,0,0,-
1599,2017,권정웅,삼성,포수,60,32,297 1/3,1,0,246,20,2,0.996,5,18,7,28.0
1600,2017,장필준,삼성,투수,56,0,67 1/3,0,0,3,11,2,1.000,0,0,0,-
1601,2017,배영섭,삼성,좌익수,54,45,360,3,0,84,0,0,0.966,0,0,0,-
1602,2017,강한울,삼성,2루수,49,38,356 2/3,4,0,81,130,35,0.981,0,0,0,-
1603,2017,장원삼,삼성,투수,49,5,67 1/3,0,1,4,12,0,1.000,0,0,0,-
1604,2017,권오준,삼성,투수,45,0,56,0,0,1,6,0,1.000,0,0,0,-
1605,2017,최충연,삼성,투수,42,6,84,0,0,2,4,0,1.000,0,0,0,-
1606,2017,김승현,삼성,투수,41,0,43 2/3,0,0,3,8,1,1.000,0,0,0,-
1607,2017,김상수,삼성,유격수,40,38,306 2/3,7,0,56,83,21,0.952,0,0,0,-
1608,2017,백정현,삼성,투수,35,14,100 2/3,0,0,2,13,0,1.000,0,0,0,-
1609,2017,김성훈,삼성,2루수,30,19,181,1,0,34,47,13,0.988,0,0,0,-
1610,2017,이승현,삼성,투수,30,0,31 2/3,0,0,1,4,0,1.000,0,0,0,-
1611,2017,정병곤,삼성,유격수,30,12,146 2/3,1,0,24,59,16,0.988,0,0,0,-
1612,2017,박한이,삼성,좌익수,28,21,159 1/3,1,0,25,1,1,0.963,0,0,0,-
1613,2017,윤성환,삼성,투수,28,28,174 1/3,1,1,11,16,1,0.964,0,0,0,-
1614,2017,우규민,삼성,투수,27,25,133,2,1,10,20,1,0.938,0,0,0,-
1615,2017,김대우,삼성,투수,25,7,50,2,1,4,4,0,0.800,0,0,0,-
1616,2017,최경철,삼성,포수,25,11,113 2/3,0,0,100,9,0,1.000,3,6,3,33.3
1617,2017,페트릭,삼성,투수,25,24,134,1,0,9,16,3,0.962,0,0,0,-
1618,2017,김성훈,삼성,유격수,24,15,148 1/3,1,0,26,51,10,0.987,0,0,0,-
1619,2017,박근홍,삼성,투수,24,0,15 1/3,1,0,2,4,0,0.857,0,0,0,-
1620,2017,김헌곤,삼성,중견수,23,14,118 2/3,0,0,29,0,0,1.000,0,0,0,-
1621,2017,백상원,삼성,2루수,23,12,104 2/3,2,0,29,37,11,0.971,0,0,0,-
1622,2017,정병곤,삼성,2루수,21,2,52,1,0,10,20,4,0.968,0,0,0,-
1623,2017,김동호,삼성,투수,20,1,36,1,0,3,7,0,0.909,0,0,0,-
1624,2017,이승엽,삼성,1루수,20,15,141,2,0,150,10,16,0.988,0,0,0,-
1625,2017,정병곤,삼성,3루수,20,1,46 2/3,0,0,4,10,1,1.000,0,0,0,-
1626,2017,조동찬,삼성,3루수,20,16,121,2,0,16,28,7,0.957,0,0,0,-
1627,2017,조동찬,삼성,1루수,19,7,79,0,0,73,3,8,1.000,0,0,0,-
1628,2017,김시현,삼성,투수,17,0,21 1/3,0,0,1,1,0,1.000,0,0,0,-
1629,2017,김정혁,삼성,3루수,17,15,136 2/3,1,0,11,23,2,0.971,0,0,0,-
1630,2017,김민수,삼성,포수,13,7,65 2/3,1,0,60,3,0,0.984,1,0,1,100
1631,2017,김정혁,삼성,1루수,12,7,62 2/3,0,0,66,3,8,1.000,0,0,0,-
1632,2017,나원탁,삼성,포수,12,7,57 2/3,0,0,44,4,2,1.000,1,1,2,66.7
1633,2017,이성규,삼성,2루수,12,5,52 2/3,0,0,13,14,5,1.000,0,0,0,-
1634,2017,임대한,삼성,투수,12,0,14,0,0,0,1,0,1.000,0,0,0,-
1635,2017,레나도,삼성,투수,11,11,49,2,0,2,2,1,0.667,0,0,0,-
1636,2017,최지광,삼성,투수,11,6,25,0,0,3,2,0,1.000,0,0,0,-
1637,2017,이원석,삼성,유격수,10,7,58 2/3,0,0,14,24,6,1.000,0,0,0,-
1638,2017,임현준,삼성,투수,10,0,10 2/3,0,0,3,2,1,1.000,0,0,0,-
